Key,Context,Example,Source,de,es,fr,ja,ko,pt,zh-hans,zh-hant
Reward for First Trip Downstairs,,,Reward for First Trip Downstairs,Belohnung für ersten Trip nach unten,Reward for First Trip Downstairs,Récompense pour 1er voyage en bas,初めて階段を下りたご褒美,첫 지하 모험 보상,Prêmio pela Primeira Viajem Escada a baixo,首次探索地下的奖励,首次過關獎勵
Reward for Five Heroic Deaths,,,Reward for Five Heroic Deaths,Belohnung für 5 Heldentode,Reward for Five Heroic Deaths,Récompense pour 5 morts de héros,ヒーローとして5回ゲームオーバーした記念,5번째 영웅 사망 보상,Prêmio por Cinco Mortes Heróicas,5次壮烈牺牲的奖励,英雄死亡 5 次獎勵
Reward for Five Monster Deaths,,,Reward for Five Monster Deaths,Belohnung für 5 Monstertode,Reward for Five Monster Deaths,Récompense pour 5 morts de monstres,モンスターとして5回ゲームオーバーした記念,5번째 몬스터 사망 보상,Prêmio por Cinco Mortes de Monstro,5次怪物死亡的奖励,怪物死亡 5 次獎勵
Reward for One Hundred Heroic Deaths,,,Reward for One Hundred Heroic Deaths,Belohnung für 100 Heldentode,Reward for One Hundred Heroic Deaths,Récompense pour 100 morts de héros,ヒーローとして100回ゲームオーバーした記念,100번째 영웅 사망 보상,Prêmio por Cem Mortes Heróicas,100次壮烈牺牲的奖励,英雄死亡 100 次獎勵
Reward for One Hundred Monster Deaths,,,Reward for One Hundred Monster Deaths,Belohnung für 100 Monstertode,Reward for One Hundred Monster Deaths,Récompense pour 100 morts de monstres,モンスターとして100回ゲームオーバーした記念,100번째 몬스터 사망 보상,Prêmio por Cem Mortes de Monstro,100次怪物死亡的奖励,怪物死亡 100 次獎勵
Reward for Ten Heroic Deaths,,,Reward for Ten Heroic Deaths,Belohnung für 10 Heldentode,Reward for Ten Heroic Deaths,Récompense pour 10 morts de héros,ヒーローとして10回ゲームオーバーした記念,10번째 영웅 사망 보상,Prêmio por Dez Mortes Heróicas,10次壮烈牺牲的奖励,英雄死亡 10 次獎勵
Reward for Ten Monster Deaths,,,Reward for Ten Monster Deaths,Belohnung für 10 Monstertode,Reward for Ten Monster Deaths,Récompense pour 10 morts de monstres,モンスターとして10回ゲームオーバーした記念,10번째 몬스터 사망 보상,Prêmio por Dez Mortes de Monstro,10次怪物死亡的奖励,怪物死亡 10 次獎勵
Reward for Twenty Heroic Deaths,,,Reward for Twenty Heroic Deaths,Belohnung für 20 Heldentode,Reward for Twenty Heroic Deaths,Récompense pour 20 morts de héros,ヒーローとして20回ゲームオーバーした記念,20번째 영웅 사망 보상,Prêmio por Vinte Mortes Heróicas,20次壮烈牺牲的奖励,英雄死亡 20 次獎勵
Reward for Twenty Monster Deaths,,,Reward for Twenty Monster Deaths,Belohnung für 20 Monstertode,Reward for Twenty Monster Deaths,Récompense pour 20 morts de monstres,モンスターとして20回ゲームオーバーした記念,20번째 몬스터 사망 보상,Prêmio por Vinte Mortes de Monstro,20次怪物死亡的奖励,怪物死亡 20 次獎勵
Rewards,,,Rewards,Belohnungen,Rewards,Récompenses,報酬,보상,Prêmios,奖励,獎勵
Ritual Hat,,,Ritual Hat,Ritualhut,Sombrero de Ritual,Chapeau de rituel,儀式に使う帽子,의식 모자,Chapéu do Ritual,祭祀之帽,儀式帽
Ritual Robe,,,Ritual Robe,Ritualrobe,Manto de Ritual,Tunique de rituel,儀式に使うローブ,의식 예복,Manto de Ritual,祭祀长袍,儀式袍
Ritual Shirt,,,Ritual Shirt,Ritualhemd,Ritual Shirt,Chemise de rituel,儀式に使うシャツ,의식 상의,Camisa de Ritual,祭祀上装,儀式上衣
Rogue,,,Rogue,Schurke,Rogue,Voleur,ローグ,로그,Ládino,盗贼,盜賊
LeatherLegendaryRogueLegs,,,Rogue Leggings,Schurkenbeinkleid,Rogue Leggings,Jambières de voleur,ローグ（足）,로그 각반,Pernas de Ládino,盗贼下装,盜賊腿部
LeatherLegendaryRogueTorso,,,Rogue Top,Schurkenoberteil,Rogue Top,Haut de voleur,ローグ（体）,로그 상의,Roupa de Ládino,盗贼上装,盜賊上衣
Rubies,,,Rubies,Rubine,Rubíes,Rubis,ルビー,루비,Rubis,红宝石,紅寶石
,,"in-game currency, goes with a ruby icon",Rubies:,Rubine:,Rubíes:,Rubis:,ルビー:,루비:,Rubis:,红宝石：,紅寶石數：
radiantAdjectiveFP1,,female plural,Sacred,Heilige,Sagrados,sacrés,,신성한,Sagrados,神圣,神聖
radiantAdjectiveMS1,,male singular,Sacred,Heiliger,Sagrados,sacré,神聖な,신성한,Sagrado,神圣,神聖
Sasquatch,,,Sasquatch,Bigfoot,Sasquatch,Yéti,ビッグフット,설인,Sasquatch,大脚怪,大腳怪
SpawnSasquatch,,,Sasquatch Camp,Bigfoot-Lager,Campo de Sasquatch,Camp de yéti,ビッグフットのキャンプ,설인의 거처,Campo de Sasquatch,大脚怪营地,大腳怪營地
Damage Wisp,,,Savage Wisp,Wildes Irrlicht,,Sort violent,,사나운 정령,,残暴精灵,殘暴精靈
Savant,,player rank,Savant,Gelehrter,Sabio,Savant,学者,학자,Sábio,学者,學者
,,,SaveHeroes,,,,,,,,
Scale Mail Shirt,,,Scale Mail Shirt,Schuppenkettenhemd,Camisa de Correo de Escala,Haut écailles,スケールメイル（シャツ）,비늘 갑옷 상의,Camisa de Escamas de Cota de Malha,鳞甲上装,鱗甲上衣
fireNoun1,,,Scorch,Versengung,Quemar,Brûlure,ミニファイアー,폭염,Queimar,烧焦,燒焦
SellFor,,Sell for 30,Sell for {1:int} gold,Für {1:int} Gold verkaufen,,Vendre pour {1:int} or ?,,금 {1:int}개에 팔기,Vender por {1:int} Ouros,以 {1:int} 金币售出,以 {1:int} 黃金售出
SellConfirmation,,Sell Helmet of the Bear for 23 gold?,Sell {item} for {amount:int} gold?,{item} für {amount:int} Gold verkaufen?,,Vendre {item} pour {amount:int} or ?,,금 {amount:int}개에 {item} 아이템을 팔까요?,Vender {item} por {amount:int} Ouros?,以 {amount:int} 金币售出 {item}？,以 {amount:int} 黃金售出{item}？
,,"button opens up window for you to choose which server you want to go to (beginner, high-level, standard)",Servers,Server,Servidores,Serveurs,サーバー,서버,Servidores,服务器,伺服器
dexN,,"stat: how 'sharp eyed' you are, how good you are at attacking with ranged weapons",Sharp,Scharfsichtig,Puntiagudo,Précision,鋭さ,예리한,Afiado,精确度,銳眼
explosiveAdjectiveFP1,,,Shockwave,Schockwellige,Shockwave,à onde de choc,ショックウェーブ,충격파,Ondas de Choque,冲击波,衝擊波
explosiveAdjectiveFS1,,,Shockwave,Schockwelle,Shockwave,Onde de choc,,충격파,Onda de Choque,冲击波,衝擊波
,,,Shop For Gear,,,,,,,,
Short Sword,,,Short Sword,Kurzschwert,Short Sword,Épée courte,短剣,단검,Espada Curta,短剑,短劍
strNoun2,,,Sinews,Sehnen,Sinews,Muscles,筋力,정력,Tendões,肌肉,骨架
Skeleton,,,Skeleton,Skelett,Esqueleto,Squelette,スケルトン,해골,Esqueleto,骷髅,骷髏
SpawnSkeleton,,,Skeleton's Coffin,Skelettsarg,Ataúd de Esqueleto,Cercueil de squelette,スケルトンの棺桶,해골의 관,Caixão do Esqueleto,枯骨之棺,骷髏棺
,,,Skeleton's Open Coffin,,,,,,,,
,,,Skins,Lackierungen,Skins,Skins,スキン,스킨,Aparências,皮肤,外觀
Skins,,,Skins,Skins,Aparencias,Skins,スキン,스킨,Aparências,皮肤,外觀
,,,Skip Turn,,,,,,,,
BombSkull,,,Skull Bomb,Schädelbombe,Bomba de Calavera,Bombe crâne,スカル爆弾,해골 폭탄,Bomba de Caveira,头骨炸弹,頭骨炸彈
coldDescription,,Slows attacks to 75% for 3.20 seconds,Slows attacks to {amount:int}% for {duration:fixed} seconds,Verlangsamt Angriffe für {duration:fixed} Sek. um {amount:int} %,Slows attacks to {amount:int}% for {duration:fixed} seconds,Ralentit les attaques de {amount:int} % pendant {duration:fixed} secondes,{duration:fixed}秒の間、攻撃を{amount:int}%遅くする,{duration:fixed}초 동안 공격 속도 {amount:int}% 감소,Diminui ataques para {amount:int}% por {duration:fixed} segundos,在{duration:fixed}秒是攻击速度将至{amount:int}%,減緩攻擊速度 {amount:int}%，持續 {duration:fixed} 秒
SoloPlace,,Debug only,Solo Place,Solo-Ort,,,,Solo Place,Lugar Solitário,单独地点,Solo Place
IncorrectCode,,,"Sorry, incorrect code. Please double check that you are typing it correctly.","Sorry, falsche Code. Bitte überprüfe, dass du ihn richtig eingegeben hast.","Perdon, ese codigo esta incorrecto. Por favor chequeas devuelta si lo escribistes correctamente.",Code incorrect. Vérifie que tu l'as saisi correctement.,コードが間違ってるみたいです。もう一度確認して、慎重に入力してみてね。,죄송합니다. 정확하지 않은 코드입니다. 잘 입력했는지 다시 한번 확인하세요.,"Desculpe, Código Incorreto. Por favor Cheque novamente se você esta escrevendo corretamente",对不起，代码有误。请确认之后再次尝试输入正确的代码,抱歉，代碼錯誤。請再次確認你輸入的代碼是否正確。
UnavailableCode,,,"Sorry, that code is no longer available.","Sorry, dieser Code ist nicht mehr verfügbar.","Perdon, ese codigo ya no esta disponible.",Ce code n'est plus disponible.,もう使えないコードです。,더는 유효하지 않은 코드입니다.,"Desculpe, este Código não esta mais Válido",对不起，该代码已失效,抱歉，此代碼已無法使用。
StaffFeathered,,,Southland Staff,Südlandstab,Baston de Southland,Bâton méridional,南国の杖,사우스랜드 지팡이,Bastão de Southland,南境之杖,南方魔杖
Spawn,,category of furniture spawns regular monsters,Spawn,Spawn,Generar,Générateurs,,생성,Spawn,召唤,重生點
SpawnNecromancerDescription,,,"Spawns Necromancers

Necromancers cast spells

You will immediately respawn as this monster",Spawnt Nekromanter Nekromanter sprechen Zauber Du wirst sofort als dieses Monster respawnen,,"Spawns Nécromanciens
Les Nécromanciens lancent des sorts
Tu vas respawn en étant ce monstre",,주술사 소환. 주술사가 마법을 걸고 나는 즉시 몬스터로 회생할 거예요,,"重生死灵法师

死灵法师可以施法

你会立刻以这个怪物的身份重生","重生死靈法師

死靈法師可以施法

你會立刻重生為這個怪物"
SpawnGhostDescription,,,"Spawns ghosts

You will immediately respawn as this monster","Spawnt Geister

Du spawnst direkt wieder als dieses Monster","Spawns ghosts

You will immediately respawn as this monster","Génère des fantômes.

Tu réapparaîtras immédiatement dans la peau de ce monstre.","ゴーストのスポーン

すぐにゴーストとしてリスポーンできます","유령을 생성합니다

나도 즉시 이 몬스터로 재생성됩니다","Invoca Fantasmas

Você irá imediatamente Re-aparecer como este monstro","召唤鬼魂

你将立即重生为该怪物","重生鬼魂

你會立刻重生為這個怪物"
SpawnGremlinDescription,,,"Spawns gremlins

ou will immediately respawn as this monster","Spawnt Gremlins

Du spawnst direkt wieder als dieses Monster","Spawns gremlins

ou will immediately respawn as this monster","Génère des gremlins.

Tu réapparaîtras immédiatement dans la peau de ce monstre.","グレムリンのスポーン

すぐにグレムリンとしてリスポーンできます","그렘린을 생성합니다

나도 즉시 이 몬스터로 재생성됩니다","Invoca Gremlins

Você irá imediatamente Re-aparecer como este Monstro","召唤小精灵

你将立即重生为该怪物","重生小魔怪

你會立刻重生為這個怪物"
SpawnOrcDescription,,,"Spawns orcs

You will immediately respawn as this monster","Spawnt Orks

Du spawnst direkt wieder als dieses Monster","Spawns orcs

You will immediately respawn as this monster","Génère des orques.

Tu réapparaîtras immédiatement dans la peau de ce monstre.","オークのスポーン

すぐにオークとしてリスポーンできます","오크를 생성합니다

나도 즉시 이 몬스터로 재생성됩니다","Invoca Orcs

Você irá imediatamente Re-aparecer como este Monstro","召唤兽人

你将立即重生为该怪物","重生半獸人

你會立刻重生為這個怪物"
SpawnSasquatchDescription,,,"Spawns sasquatches

Sasquatches do extra damage

You will immediately respawn as this monster","Spawnt Bigfoots

Bigfoots bewirken Zusatzschaden

Du spawnst direkt wieder als dieses Monster","Spawns sasquatches

Sasquatches do extra damage

You will immediately respawn as this monster","Génère des yétis.

Les yétis font des dégâts supplémentaires.

Tu réapparaîtras immédiatement dans la peau de ce monstre.","ビッグフットのスポーン

ビッグフットはより大きなダメージを与えられる

ここからすぐに、ビッグフットとしてリスポーンできるぞ","설인을 생성합니다

설인은 공격력이 더 강합니다

나도 즉시 이 몬스터로 재생성됩니다","Invoca Sasquatches

Sasquatches dão Dano Extra

Você irá imediatamente Re-aparecer como este Monstro","召唤大脚野人

大脚野人可造成额外伤害

你将立即重生为该怪物","重生大腳怪

大腳怪能造成額外傷害

你會立刻重生為這個怪物"
SpawnSkeletonDescription,,,"Spawns skeletons

Skeletons are fast

You will immediately respawn as this monster","Spawnt Skelette

Skelette sind schnell

Du spawnst direkt wieder als dieses Monster","Crea esqueletos

Esqueletos son mas rapidos

Apareceras como este monstruo immediatamente 
","Génère des squelettes.

Les squelettes sont rapides.

Tu réapparaîtras immédiatement dans la peau de ce monstre.","スケルトンのスポーン

スケルトンは、動きが早い

ここからすぐに、スケルトンとしてリスポーンできるぞ","해골을 생성합니다

해골은 움직임이 빠릅니다

나도 즉시 이 몬스터로 재생성됩니다","Invoca Esqueletos

Esqueletos são Rápidos

Você irá imediatamente Re-aparecer como este Monstro","召唤骷髅

骷髅行动迅速

你将立即重生为该怪物","重生骷髏

骷髏的移動速度快

你會立刻重生為這個怪物"
SpawnWerewolfDescription,,,"Spawns werewolves

Werewolves can pretend to be heroes

You will immediately respawn as this monster","Spawnt Werwölfe

Werwölfe können sich als Helden ausgeben

Du spawnst direkt wieder als dieses Monster","Crea hombre-lobos

Hombre-lobos pueden aparecer como heroes

Apareceras como este monstruo immediatamente","Génère des loups-garous.

Les loups-garous peuvent se faire passer pour des héros.

Tu réapparaîtras immédiatement dans la peau de ce monstre.","ウェアウルフのスポーン

ウェアウルフは、ヒーローのふりができる

ここからすぐに、ウェアウルフとしてリスポーンできるぞ","늑대인간을 생성합니다

늑대인간은 영웅인 척 행동할 수 있습니다

나도 즉시 이 몬스터로 재생성됩니다","Invoca Lobisomens

Lobisomens podem Fingir serem Heróis

Você irá imediatamente Re-aparecer como este Monstro","召唤狼人

狼人可以伪装成英雄

你将立即重生为该怪物","重生狼人

狼人可偽裝成英雄

你會立刻重生為這個怪物"
SpawnZombieDescription,,,"Spawns zombies

Zombies are slow but can sense heroes

You will immediately respawn as this monster","Spawnt Zombies

Zombies sind langsam, können aber Helden erspüren

Du spawnst direkt wieder als dieses Monster","Crea zombis

Zombis son lentos pero pueden sentir heroes

Apareceras como este monstruo immediatamente","Génère des zombies.

Les zombies sont lents, mais perçoivent les héros.

Tu réapparaîtras immédiatement dans la peau de ce monstre.","ゾンビのスポーン

ゾンビは、動きが遅い。でもヒーローを嗅ぎ分けられる

ここからすぐに、ゾンビとしてリスポーンできるぞ","좀비를 생성합니다

좀비는 속도는 느리지만, 영웅을 감지할 수 있습니다

나도 즉시 이 몬스터로 재생성됩니다","Invoca Zumbis

Zumbis são devagares mas podem sentir os Heróis

Você irá imediatamente Re-aparecer como este Monstro","召唤僵尸

僵尸行动缓慢但是它们可以感知到英雄的存在

你将立即重生为该怪物","重生殭屍

殭屍的移動速度慢，但可以感知英雄的位置

你會立刻重生為這個怪物"
,,items that are 'on special' in the store,Specials,Spezial,Specials,Spécial,スペシャル,특별,Especiais,特价,特殊
EquipTypespell,,,Spell,Zauber,Magia,Sort,魔法,주문,Magia,法术,法術
,,,Spell Damage,Zauberschaden,Spell Damage,Dégâts de sort,魔法ダメージ,주문 공격력,Dano de Magia,法术伤害,法術殺傷力
,,,Spell Defense,Zauberverteidigung,Spell Defense,Défense de sort,魔法防御力,주문 방어력,Defesa de Magia,法术防御,法術防禦力
PitTrapSpiked,,,Spiked Pit Trap,Gestachelte Grubenfalle,,Piège qui pique,,가시 돋친 구덩이 함정,,,刺坑陷阱
Sprint Power,,,Sprint Power,Sprintstärke,Poder de esprintar,Puissance de sprint,スプリントパワー,질주력,Poder de Corrida,疾速,疾速之力
SkinTypeStaff,,,Staff,Stab,Bastón,Bâton,杖,지팡이,Cajado,法杖,魔杖
Staff,,,Staff,Stab,Bastón,Bâton,杖,지팡이,Cajado,法杖,魔杖
Standard,,"or ""Default""",Standard,Standard,,Standard,,기본,,标准,預設
LowLevelServer,,,Standard Server,Standard-Server,,Serveur standard,,일반 서버,Servidor Padrão,标准服务器,普通伺服器
Stars,,,Stars,Sterne,Estrellas,Étoiles,スター,별,Estrelas,星星,星星
,,"indication of how much you've played the game, used to determine your rank, goes with a five pointed star icon",Stars:,Sterne:,Stars:,Étoiles:,スター:,별:,Estrelas:,星数：,星星數：
,,package of items a beginning player can buy once,Starter Pack,Starterpaket,Starter Pack,Pack de démarrage,スターターパック,스타터 팩,Pacote de Iniciante,新手包,新手組合包
BarbarianDescription,,,Starts out doing more close combat damage than any other hero class,Bewirkt anfangs mehr Nahkampfschaden als jede andere Heldenklasse,Empieza haciendo mas daño cerca que todos los otros heroes,Commence par faire plus de dégâts au corps à corps que les autres classes de héros.,直接攻撃で大きなダメージを与えられる（どのクラスのヒーローもかなわないくらい）状態でゲームがスタートする,다른 영웅보다 초기 근접 전투 공격력이 뛰어납니다,Começa com mais dano de combate próximo que qualquer outra classe de Herói,和其他英雄职阶比起来，能造成更高的近战伤害,初期能比其他英雄職業造成更多近戰傷害
,,how many points you have to spend improving your stats,Stat Points {1},Wertepunkte {1},Stat Points {1},{1} points de stats,ステータスアップに必要なポイント: {1},능력치 포인트 {1},Pontos de Estatísticas {1},属性点{1},能力值點數 {1}
Statue,,,Statue,Statue,Estatua,Statue,像,동상,Estátua,雕像,雕像
ClawsSteel,,,Steel Claws,Stahlklauen,Garras de acero,Griffes d'acier,鋼の爪,강철 발톱,Garras de Aço,钢爪,鋼鐵利爪
,,button opens up in-game store window,Store,Laden,Tienda,Boutique,ストア,상점,Loja,商店,商店
strAdjectiveFP1,, 'stout' as in strong - female plural,Stout,Kräftige,gruesas,résistantes,頑丈な,튼튼한,Robustas,结实的,魁武
strAdjectiveFS1,, 'stout' as in strong - female singular,Stout,Kräftiger,grueso,résistants,,튼튼한,Robusto,结实的,魁武
strNoun1,,,Strength,Stärke,Fuerza,Force,力,체력,Força,力量,力量
strAdjectiveFP2,,female plural,Strong,Stark,Fuerza,Force,,힘,Forte,强壮的,強壯
strAdjectiveMP2,,male plural,Strong,Starke,Fuertes,forts,強い,힘,Fortes,强壮的,強壯
GateDescription,,,Stronger than fences. Opens for monsters but not for heroes,"Stärker als Zäune. Öffnet sich für Monster, nicht aber für Helden",Mas fuerte que Cercas. Abre para monstruos pero no para Heroes,"Plus robuste que les clôtures. S'ouvre pour les monstres, mais pas pour les héros.",フェンスより丈夫。モンスターは通れるけど、ヒーローの時は開かないよ。,"울타리보다 강력합니다. 몬스터에게는 열리지만, 영웅에겐 아닙니다",Mais fortes que Cercas. Abrem para Monstros mas não para Heróis,比栅栏更加强力。只对怪物开放，英雄无法进入,比柵欄更堅固，只有怪物接近時才會開啟，不會對英雄開啟
Subcellar,,,Subcellar,Tiefkeller,Subcellar,Sous-sol,地下室,지하실,Subcelular,地下二层,地下室
Subdweller Colony,,,Subdweller Colony,Unterirdischenkolonie,Subdweller Colony,Colonie souterraine,地下住民のコロニー,지하 거주지,Colônia Subcelular,地下殖民地,地穴根據地
MagicHealingDescription,,Heals 40,Summons a wisp that heals allies {1:int} per second for {2:fixed} seconds,Heilt {1:int},Heals {1:int},Soigne {1:int},,{1:int} 치료,Regenera {1:int},回复{1:int},治療 {1:int} 生命值
CurseWispDescription,,,Summons a wisp that increases enemy cooldowns {1:int}% for {2:fixed} seconds,"Ruft ein Irrlicht herbei, das das Abkühlen deiner Gegner um {1:int}% für {2:fixed} Sekunden erhöht",,Invoque un sort qui augmente les cooldowns ennemis de {1:int}% pendant {2:fixed} secondes,,{2:fixed}초 동안 적의 쿨다운을 {1:int}% 높이는 정령 소환,,召唤一只精灵，{2:fixed} 秒内敌人冷却时间增加 {1:int}%。,召喚一隻精靈，{2:fixed} 秒內敵人冷卻時間增加 {1:int}%。
DamageWispDescription,,,Summons a wisp that increases the chances of ally critical hits {1:int}% for {2:fixed} seconds,"Ruft ein Irrlicht herbei, das die Chancen kritischer Treffer deiner Verbündeten um {1:int}% für {2:fixed} erhöht",,Invoque un sort qui augmente les chances de coups critiques alliés de {1:int}% pendant {2:fixed} secondes,,동지의 치명타율을 {2:fixed}초간 {1:int}% 증가시키는 정령 소환,,召唤一只精灵，{2:fixed} 秒内队友爆击率增加 {1:int}%。,召喚一隻精靈，{2:fixed} 秒內隊友爆擊率增加 {1:int}%。
HasteWispDescription,,,Summons a wisp that reduces ally cooldowns {1:int}% for {2:fixed} seconds,"Ruft ein Irrlicht herbei, das das Abkühlen deiner Allierten um {1:int}% für {2:fixed} Sekunden reduziert",,Invoque un sort qui réduit les cooldowns d'alliés de {1:int}% pendant {2:fixed} secondes,,동지의 쿨다운을 {2:fixed}초간 {1:int}% 낮추는 정령 소환,,召唤一只精灵，{2:fixed} 秒内队友冷却时间减少 {1:int}%。,召喚一隻精靈，{2:fixed} 秒內隊友冷卻時間減少 {1:int}%。
ClawsSun,,,Sun Claws,Sonnenklauen,Garras de Sol,Griffes solaires,太陽の爪,태양 발톱,Garras do Sol,太阳之爪,烈日利爪
supportedLanguage,,this is a support variable - it must be set to read 'TRUE' in English no matter what language you're working with,TRUE,TRUE,,TRUE,TRUE,진실,TRUE,TRUE,TRUE
,,,Take Off,Ablegen,Take Off,Retirer,取りやめる,해제,Jogar Fora,脱下,取下
,,,TestClientError,,,,,,,,
,,,TestFreeze,,,,,,,,
,,,TestHero,,,,,,,,
,,,TestSlow,,,,,,,,
AlphaReward,,,Thanks for being an alpha player!,"Danke, dass du die Alpha-Version spielst!",Gracias por ser un Jugador Alpha!,Merci d'être un joueur alpha!,アルファプレイに参加してくれてありがとう！,알파 플레이어가 되어 주셔서 감사합니다!,Obrigado por ser um Jogador Alfa!,感谢你参与测试版的游戏！,感謝你參與 Alpha 測試！
SpotOccupied,,,That spot occupied,Da ist besetzt,That spot occupied,Cet emplacement est occupé,この場所はいっぱいです,사용 중인 공간,Este Espaço está Ocupado,该地点已被占用,該位置已被佔用
radiantNoun4,,,The Angels,Engel,The Angels,Les anges,救いの光,천사,Os Anjos,天使,天使
conNoun4,,,The Bear,Bär,The Bear,L'ours,耐久,곰,O Urso,熊,熊族
The Cyclops Queen,,,The Cyclops Queen,Zyklopenkönigin,The Cyclops Queen,La reine des cyclopes,サイクロプスクイーン,외눈박이 여왕,A Rainha Ciclope,独眼巨人皇后,獨眼巨人女王
,,,"The Cyclops Queen has long been imprisoned beneath Castle Avalon. Now that the castle is in ruins and monsters have moved in, is the Queen still in her cell? If you make it to the bottom you'll find out!","Die Zyklops-Königin wurde lange unter dem Schloss Avalon gefangen gehalten. Jetzt, wo die Burg in Trümmern liegt und Monster eingezogen sind, ist die Königin noch in ihrer Zelle? Wenn du es bis zum Ende schaffst, wirst du es herausfinden!",,"La Reine de Cyclopes a été emprisonnée sous le Chateau Avalon depuis un moment. Maintenant que le chateau est en ruines et que les monstres l'ont envahi, est-ce que la Reine est toujours dans sa cellule ? Si tu arrives au sous-sol, tu le sauras !",,외눈박이 여왕은 아발론 성 아래에 오랜 시간 갇혀 있었어요. 성은 폐허가 되었고 몬스터들이 이를 점령했죠. 여왕은 아직도 감방에 있을까요? 바닥까지 도달하면 알 수 있을 거예요!,,独眼巨人女王长期被关在阿瓦隆城堡底下，但现在城堡已沦为废墟。怪物占领城堡之后会把把女王释放出来吗？到达最底层，你就会知道答案！,獨眼巨人女王長期被關在阿瓦隆城堡底下，但現在城堡已淪為廢墟。怪物佔領城堡之後，會不會把女王釋放出來？你到最底層就會知道！
The Dark,,,The Dark,Dunkelheit,La ,Les ténèbres,ダークネス,어둠,O Escuro,黑暗,黑暗
,,,The Demon Lord of Winter lies dead deep beneath his palace and necromancers are doing experiments in his crypt. Will they awaken the long dead demon king? Of course they will!,Der Dämonenlord von Winter liegt tief unter seinem Palast und Nekromanten führen Experimente in seiner Gruft durch. Werden sie den längst toten Dämonenkönig erwecken? Klar doch!,,Le démon Lord Winter est quelque part au fond de ce palais et des nécromanciens en font des expériences... Vont-il le réveiller ? Bien sûr !,,겨울 군주 데몬이 성 아래 깊은 곳에 죽어 누워 있어요. 주술사는 그의 지하실에서 실험을 하고 있죠. 이들이 오래 전 죽은 데몬 왕을 살려낼 수 있을까요? 당연히 그럴 거예요!,,寒冰霸主长眠在他的王宫底下，而死灵法师正在在他的地穴做实验。他们会成功唤醒寒冰霸主吗？当然会！,寒冰霸主長眠在他的王宮底下，而死靈法師正在在他的地穴做實驗。他們會成功甦醒寒冰霸主嗎？當然會！
dexNoun4,,,The Eagle,Adler,The Eagle,L'aigle,イーグル,독수리,A Águia,鹰,鷹
dexNoun3,,,The Hawk,Falke,The Hawk,Le faucon,ホーク,매,O Falcão,雕,隼
The Mist,,,The Mist,Der Nebel,,La Brume,,스모그,,,霧霾
willNoun2,,,The Occult,Okkulte,The Occult,L'occulte,オカルト,주술,O Oculto,神秘学,奧祕
willNoun3,,,The Owl,Eule,The Owl,La chouette,フクロウ,올빼미,A Coruja,猫头鹰,鴞
willNoun4,,,The Philosopher,Philosoph,The Philosopher,Le philosophe,哲学者,철학자,O Filósofo,贤者,賢者
radiantNoun3,,,The Sun,Sonne,The Sun,Le soleil,太陽,태양,O Sol,太阳,烈日
GameDescription,,,"The action RPG where the monsters are you!

Be all kinds of monsters: 👻🧟🐺👹🐉
Outfit a dungeon with traps, treasure, and decorations!
Fight heroes with swords, bows, bombs and more!
Use special powers!
Be a boss!

Be a hero: ⚔🏹🔥
Fight monsters!
Collect loot!
Cast spells!
Level up!","Das Rollenspiel, wo du die Monster bist! Sei jede Art von Monster: 👻  🐺👹🐉 Statte einen Dungeon mit Fallen, Schätzen und Deko aus! Kämpfe mit Schwertern, Bögen, Bomben und mehr gegen Helden! Verwende besondere Kräfte! Sei ein Boss! Sei ein Held: ⚔🔥 Kämpfe gegen Monster! Sammle Beute! Steige auf!",,"RPG d'action où le monstre; c'est toi ! Sois celui que tu veux : 👻🧟🐺👹🐉 Installe des pièges, mais aussi des trésors et des décorations ! Bats-toi contre les héros avec des épées, des arcs, des bombes et plus encore ! Sois un héros ⚔🏹🔥Écrase les monstres ! Gagne ton butin ! Jette des sorts !",,"몬스터가 되어 즐기는 액션 RPG 게임!

이곳에서 👻🧟🐺👹🐉 등 모든 종류의 몬스터가 되어 보세요. 
던전에 함정과 보물, 장식을 놓으세요!
검과 활, 폭탄 등 다양한 무기로 영웅과 싸우세요!
스페셜 파워를 사용하세요!
보스가 되세요!

영웅이 되세요! ⚔🏹🔥
몬스터를 물리치세요! 
약탈품을 수집하세요! 
마법을 거세요! 
레벨을 올리세요!",,"在这个动作 RPG 游戏中，你就是怪物！

成为各式各样的怪物：👻🧟🐺👹🐉 
在地下城放置陷阱、宝箱和装饰！ 
使用剑、弓、炸弹等武器和英雄战斗！ 
使用特殊能力！
成为大boss！ 

成为英雄：⚔🏹🔥 
抗击怪物！
获得宝藏！ 
施展魔法！ 
不断升级！","在這個動作 RPG 裡，你就是怪物！

成為各式各樣的怪物：👻🧟🐺👹🐉 
在地城放置陷阱、寶箱和裝飾！ 
使用劍、弓、炸彈等武器和英雄戰鬥！ 
使用特殊能力！
成為大魔王！ 

成為英雄：⚔🏹🔥 
擊殺怪物！
獲得寶藏！ 
施放魔法！ 
持續升級！"
